time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega,,
28260, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,149.3333333,31.05555556,0.208553792,0.20796131,0.241666667
28440, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,149.3333333,31.77777778,0.214274691,0.212797619,0.241666667
28620, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,152,32.5,0.21494709,0.213815789,0.241666667
28800, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,76,-0.236500016,152,30.27777778,0.199790564,0.199195906,0.241666667
28980, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,152,29.22222222,0.192901235,0.192251462,0.1625
29160, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,150.6666667,33.66666667,0.224426808,0.223451327,0.1625
29340, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,145.3333333,35.66666667,0.245645944,0.245412844,0.1625
29520, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,152,36.11111111,0.23859127,0.237573099,0.1625
29700, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,150.6666667,34.83333333,0.23241843,0.23119469,0.1625
29880, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,150.6666667,37.27777778,0.248622134,0.247418879,0.1625
30060, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,152,39.11111111,0.258101852,0.257309942,0.1625
30240, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,145.3333333,38.44444444,0.264605379,0.264525994,0.1625
30420, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,150.6666667,38.88888889,0.259038801,0.258112094,0.1625
30600, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,150.6666667,40.66666667,0.270227072,0.269911504,0.1625
30780, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,152,42.77777778,0.283289242,0.281432749,0.1625
30960, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,150.6666667,39.66666667,0.264660494,0.263274336,0.1625
31140, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,152,38.5,0.254574515,0.253289474,0.1625
31320, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,150.6666667,38,0.253251764,0.252212389,0.1625
31500, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,145.3333333,36.88888889,0.254023369,0.25382263,0.1625
31680, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,149.3333333,40.83333333,0.27436067,0.2734375,0.1625
31860, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,149.3333333,45.16666667,0.303626543,0.302455357,0.1625
32040, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,152,40.11111111,0.264880952,0.263888889,0.1625
32220, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,149.3333333,38.61111111,0.259424603,0.258556548,0.1625
32400, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,85.5,-0.375437518,146.6666667,44.77777778,0.306106702,0.30530303,0.1625
32580, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,95,-0.51437502,152,42.77777778,0.282848325,0.281432749,0.083333333
32760, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,95,-0.51437502,146.6666667,44,0.300485009,0.3,0.083333333
32940, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,95,-0.51437502,149.3333333,44.83333333,0.301829806,0.300223214,0.083333333
33120, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,95,-0.51437502,149.3333333,44.77777778,0.301036155,0.29985119,0.083333333
33300, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,95,-0.51437502,149.3333333,44.77777778,0.301036155,0.29985119,0.083333333
33480, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,95,-0.51437502,146.6666667,42.55555556,0.291876102,0.290151515,0.083333333
33660, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,95,-0.51437502,150.6666667,41,0.273313492,0.272123894,0.083333333
